Match ID,Tournament,Year,Round,Surface,Player 1 Name,Player 2 Name,Player 1 Rank,Player 2 Rank,Winner,Score,Match Duration
M0188,French Open,2010,Second Round,Clay,John Tsitsipas,Andy Djokovic,52,27,Andy Djokovic,"7-6, 6-0, 6-1, 6-0",213
M0189,Australian Open,2003,Final,Grass,Pete Medvedev,Boris Murray,40,81,Pete Medvedev,"6-0, 6-3, 7-6",110
M0190,Australian Open,2004,Semifinal,Grass,Pete McEnroe,Stefanos Alcaraz,88,1,Stefanos Alcaraz,"7-6, 6-1, 6-1, 6-2, 6-2",107
M0191,French Open,2000,Quarterfinal,Grass,Novak Djokovic,Pete Becker,59,76,Novak Djokovic,"6-1, 6-4, 7-6, 6-1, 7-6",106
M0192,French Open,2003,Semifinal,Hard,Carlos Alcaraz,Rafael Federer,96,60,Rafael Federer,"6-0, 6-4, 6-0, 6-0, 6-0",145
M0193,French Open,2009,Third Round,Clay,Stefanos Nadal,Roger Alcaraz,13,85,Stefanos Nadal,"6-3, 6-3, 6-3, 7-5, 7-6",220
M0194,French Open,2023,Third Round,Clay,Daniil Murray,Stefanos Tsitsipas,32,56,Daniil Murray,"7-6, 6-1, 6-4",186
M0195,French Open,2006,Third Round,Clay,Novak Sampras,John Nadal,62,80,Novak Sampras,"6-3, 7-5, 7-6, 7-5, 6-0",131
M0196,Wimbledon,2005,Semifinal,Hard,Roger Becker,Pete Tsitsipas,55,94,Roger Becker,"7-5, 7-6, 7-6, 7-6, 7-5",100
M0197,French Open,2011,Second Round,Clay,Novak Sampras,Stefanos Becker,18,10,Stefanos Becker,"6-2, 6-3, 7-5, 6-0",188
M0198,French Open,2009,Final,Grass,Daniil Tsitsipas,Carlos Sampras,63,21,Carlos Sampras,"6-1, 6-3, 7-6, 6-3, 6-1",176
M0199,Wimbledon,2010,Final,Clay,Stefanos Djokovic,Pete Djokovic,65,2,Pete Djokovic,"6-1, 6-2, 7-5, 6-0",229
M0200,Australian Open,2023,Final,Grass,Pete Djokovic,John McEnroe,88,64,John McEnroe,"6-2, 6-1, 6-4, 6-1",104
M0201,Australian Open,2023,Second Round,Grass,Andy Alcaraz,Andy McEnroe,66,22,Andy McEnroe,"6-0, 6-2, 6-4, 6-3",123
M0202,US Open,2003,Third Round,Hard,Daniil Murray,Pete Djokovic,46,56,Daniil Murray,"7-6, 7-6, 6-3",144
M0203,Australian Open,2009,Third Round,Hard,Daniil Djokovic,Roger Federer,33,71,Daniil Djokovic,"6-1, 6-2, 6-2",147
M0204,US Open,2013,First Round,Grass,Carlos Djokovic,Stefanos Becker,4,31,Carlos Djokovic,"6-3, 6-4, 6-3, 6-2, 6-2",146
M0205,US Open,2005,Semifinal,Clay,Rafael McEnroe,Boris McEnroe,82,8,Boris McEnroe,"6-1, 6-2, 7-6, 6-3",199
M0206,Wimbledon,2006,Final,Hard,Novak Sampras,John Tsitsipas,58,58,John Tsitsipas,"7-5, 6-0, 6-1, 6-1, 6-3",108
M0207,Wimbledon,2013,Second Round,Grass,Pete Becker,Pete Tsitsipas,78,77,Pete Tsitsipas,"6-4, 6-3, 7-5",144
M0208,Australian Open,2002,First Round,Clay,John McEnroe,Roger Djokovic,16,54,John McEnroe,"6-0, 6-1, 6-0",233
M0209,Australian Open,2020,Third Round,Clay,Carlos Medvedev,Boris Djokovic,5,13,Carlos Medvedev,"6-1, 7-5, 6-2",125
M0210,Australian Open,2019,Third Round,Hard,John Murray,Pete Djokovic,61,79,John Murray,"7-6, 7-5, 6-1, 6-2, 6-0",128
M0211,Wimbledon,2005,First Round,Hard,Roger Murray,Pete Becker,59,72,Roger Murray,"6-3, 7-5, 6-4, 6-2, 6-3",96
M0212,US Open,2010,Final,Hard,Carlos McEnroe,Rafael Alcaraz,85,2,Rafael Alcaraz,"7-5, 7-5, 7-6",136
M0213,Wimbledon,2012,Final,Hard,Novak McEnroe,John Nadal,71,82,Novak McEnroe,"6-1, 7-6, 6-4",128
M0214,French Open,2005,Third Round,Grass,Daniil Sampras,Boris Murray,62,82,Daniil Sampras,"6-2, 6-3, 6-4, 7-5, 6-4",157
M0215,US Open,2019,First Round,Clay,Boris Medvedev,Carlos Federer,52,53,Boris Medvedev,"7-5, 6-0, 6-0, 6-2, 6-2",232
M0216,Australian Open,2008,First Round,Clay,Carlos Murray,Andy Sampras,91,36,Andy Sampras,"6-1, 6-3, 6-0, 6-4",202
M0217,US Open,2023,Third Round,Hard,Stefanos McEnroe,Boris Sampras,77,72,Boris Sampras,"6-3, 6-2, 6-3, 6-2",112
M0218,US Open,2010,Final,Grass,Daniil Becker,Carlos Alcaraz,4,48,Daniil Becker,"6-0, 6-2, 6-1, 7-5",159
M0219,Australian Open,2004,First Round,Clay,Boris Tsitsipas,Boris Becker,27,88,Boris Tsitsipas,"6-1, 6-0, 6-1",174
M0220,US Open,2020,Semifinal,Hard,Boris Murray,John Medvedev,43,29,John Medvedev,"6-2, 7-6, 7-6, 6-2, 6-4",125
M0221,US Open,2008,Quarterfinal,Clay,Carlos Murray,Novak Federer,98,3,Novak Federer,"6-3, 7-6, 7-6, 7-6",163
M0222,Wimbledon,2023,Quarterfinal,Clay,Boris Murray,Andy McEnroe,96,4,Andy McEnroe,"6-0, 6-1, 6-4, 6-0, 6-1",235
M0223,French Open,2003,Second Round,Hard,Andy Djokovic,Rafael Medvedev,73,2,Rafael Medvedev,"7-5, 7-5, 7-5, 6-4, 6-4",133
M0224,US Open,2005,First Round,Clay,Novak Sampras,Daniil Djokovic,12,8,Daniil Djokovic,"6-4, 6-0, 6-3, 7-5, 6-2",179
M0225,US Open,2003,Second Round,Grass,Daniil Nadal,Andy Sampras,62,7,Andy Sampras,"6-3, 6-2, 6-3",167
M0226,Australian Open,2011,First Round,Hard,Rafael Alcaraz,Daniil Alcaraz,63,25,Daniil Alcaraz,"6-1, 6-1, 6-3",94
M0227,French Open,2013,Semifinal,Clay,Boris Djokovic,John McEnroe,5,76,Boris Djokovic,"6-3, 6-2, 6-2",178
M0228,Australian Open,2021,Second Round,Clay,Roger Tsitsipas,Rafael Nadal,11,21,Roger Tsitsipas,"6-4, 6-0, 6-2, 6-1, 7-5",233
M0229,US Open,2007,Quarterfinal,Clay,Novak Alcaraz,Roger Djokovic,73,3,Roger Djokovic,"6-1, 7-6, 7-6, 7-5",198
M0230,Australian Open,2020,Semifinal,Clay,Andy Nadal,Boris McEnroe,61,74,Andy Nadal,"6-3, 6-2, 6-1, 6-1",223
M0231,Wimbledon,2004,Third Round,Clay,Boris Alcaraz,Andy Sampras,79,91,Boris Alcaraz,"7-5, 6-1, 6-2, 7-5, 7-5",150
M0232,French Open,2020,Third Round,Hard,Rafael Nadal,Novak Federer,6,47,Rafael Nadal,"6-4, 7-5, 7-6, 7-5",114
M0233,Australian Open,2019,Quarterfinal,Clay,Andy Becker,Boris Alcaraz,76,18,Boris Alcaraz,"7-6, 7-5, 6-3",197
M0234,US Open,2008,Second Round,Clay,Boris Djokovic,Andy Becker,60,67,Boris Djokovic,"7-5, 6-3, 6-1, 6-4, 6-2",179
M0235,Wimbledon,2020,Second Round,Clay,Andy Medvedev,Stefanos Sampras,18,66,Andy Medvedev,"6-4, 6-2, 6-1, 7-5",221
M0236,US Open,2023,Quarterfinal,Clay,Novak Becker,Andy Becker,59,5,Andy Becker,"6-4, 6-4, 6-1, 7-5",197
M0237,Wimbledon,2013,Third Round,Clay,Rafael Alcaraz,Carlos McEnroe,70,87,Rafael Alcaraz,"6-4, 6-2, 7-6, 6-1, 7-6",231
M0238,Australian Open,2023,Semifinal,Hard,Carlos Medvedev,John Tsitsipas,26,1,John Tsitsipas,"7-6, 6-0, 6-4, 7-5",111
M0239,Australian Open,2022,Semifinal,Clay,Stefanos Medvedev,Andy Alcaraz,95,44,Andy Alcaraz,"6-2, 7-6, 6-3, 6-1",185
M0240,French Open,2018,Second Round,Clay,Pete Nadal,Rafael McEnroe,48,44,Rafael McEnroe,"6-4, 6-4, 7-5",192
M0241,French Open,2011,Second Round,Hard,Carlos McEnroe,John Federer,38,23,John Federer,"6-1, 7-5, 6-4",146
M0242,Wimbledon,2009,First Round,Grass,Daniil Alcaraz,Roger Tsitsipas,15,86,Daniil Alcaraz,"6-1, 7-6, 6-0, 7-6, 7-5",102
M0243,Wimbledon,2020,Semifinal,Clay,Boris Tsitsipas,Andy McEnroe,19,72,Boris Tsitsipas,"7-6, 6-0, 7-5, 6-4, 7-6",167
M0244,Australian Open,2010,Third Round,Grass,Stefanos Tsitsipas,Daniil Sampras,100,28,Daniil Sampras,"6-0, 6-2, 6-0, 7-6, 7-6",104
M0245,Wimbledon,2011,First Round,Grass,Pete Murray,Stefanos Becker,53,99,Pete Murray,"6-2, 6-2, 7-6, 6-0, 6-1",136
M0246,French Open,2023,Third Round,Hard,Pete Murray,Stefanos Sampras,18,41,Pete Murray,"6-1, 7-6, 6-3",124
M0247,US Open,2002,First Round,Grass,Novak McEnroe,Novak Becker,29,4,Novak Becker,"6-2, 6-4, 6-1",166
M0248,US Open,2020,Third Round,Grass,Carlos McEnroe,Andy Sampras,63,6,Andy Sampras,"6-0, 6-0, 6-1, 6-3, 6-3",115
M0249,French Open,2022,Final,Hard,John Murray,Andy McEnroe,91,5,Andy McEnroe,"6-3, 6-2, 7-6",103
M0250,Wimbledon,2004,Third Round,Hard,Carlos Tsitsipas,Andy Murray,68,68,Andy Murray,"7-6, 6-1, 7-5, 7-6, 7-5",104
M0251,US Open,2014,Semifinal,Hard,Roger Djokovic,John Tsitsipas,71,37,John Tsitsipas,"6-1, 6-2, 7-5, 6-0, 7-6",106
M0252,US Open,2003,Semifinal,Hard,Pete Djokovic,Rafael Tsitsipas,79,35,Rafael Tsitsipas,"6-1, 6-4, 6-0, 7-5",124
M0253,US Open,2012,First Round,Clay,Pete Medvedev,Pete Djokovic,83,59,Pete Djokovic,"6-3, 7-6, 6-1, 7-5, 7-6",236
M0254,French Open,2003,First Round,Clay,Andy Murray,Pete Medvedev,68,65,Pete Medvedev,"7-6, 6-4, 6-3, 6-4",180
M0255,Wimbledon,2007,Semifinal,Clay,John Nadal,Carlos Murray,26,80,John Nadal,"7-6, 6-1, 7-6",234
M0256,French Open,2013,Final,Grass,Novak Alcaraz,John Medvedev,57,44,John Medvedev,"6-0, 6-3, 6-3, 6-1",127
M0257,US Open,2016,Third Round,Grass,John Federer,Rafael Alcaraz,94,85,Rafael Alcaraz,"6-3, 6-1, 7-6, 7-6, 6-2",160
M0258,Wimbledon,2021,Third Round,Hard,Roger Federer,Roger Sampras,39,38,Roger Sampras,"6-2, 6-2, 6-2, 7-5",96
M0259,US Open,2020,Final,Clay,Andy Murray,Carlos Federer,23,71,Andy Murray,"6-1, 6-4, 6-1, 6-3, 7-5",196
M0260,US Open,2011,Quarterfinal,Hard,Pete Sampras,John Sampras,68,29,John Sampras,"7-6, 6-0, 6-1",127
M0261,US Open,2003,Semifinal,Clay,Boris Alcaraz,Novak Djokovic,70,35,Novak Djokovic,"6-3, 6-4, 6-4, 7-6, 6-1",209
M0262,US Open,2023,First Round,Hard,Rafael Becker,Novak Medvedev,87,96,Rafael Becker,"6-1, 7-5, 6-0",143
M0263,US Open,2012,First Round,Grass,Rafael Federer,Roger Djokovic,24,74,Rafael Federer,"7-5, 7-5, 6-3, 6-1",153
M0264,US Open,2007,Semifinal,Grass,Daniil Alcaraz,Rafael Djokovic,99,42,Rafael Djokovic,"6-2, 7-5, 6-0, 6-4",175
M0265,Wimbledon,2005,Second Round,Clay,Novak Djokovic,John Murray,9,26,Novak Djokovic,"7-5, 7-6, 7-6, 7-5",131
M0266,Wimbledon,2022,Semifinal,Hard,Novak Alcaraz,Andy McEnroe,46,50,Novak Alcaraz,"6-0, 6-0, 6-4, 6-1",134
M0267,Wimbledon,2020,Semifinal,Grass,Stefanos Alcaraz,Stefanos Alcaraz,90,24,Stefanos Alcaraz,"6-2, 7-5, 6-1, 6-1, 7-5",150
M0268,Australian Open,2011,Semifinal,Clay,Roger Djokovic,Daniil Alcaraz,36,8,Daniil Alcaraz,"6-3, 6-2, 6-3, 6-3, 6-0",231
M0269,US Open,2015,Final,Clay,Boris Djokovic,Carlos McEnroe,100,97,Carlos McEnroe,"6-0, 6-2, 6-0",228
M0270,US Open,2018,Quarterfinal,Hard,Daniil Djokovic,John Murray,86,97,Daniil Djokovic,"6-2, 7-5, 6-3",132
M0271,Wimbledon,2001,Second Round,Grass,Roger Becker,Roger Tsitsipas,8,28,Roger Becker,"6-3, 7-6, 6-3, 7-5, 6-1",126
M0272,Australian Open,2012,Second Round,Hard,Andy McEnroe,Daniil Murray,10,96,Andy McEnroe,"6-3, 6-2, 6-1, 6-0, 7-5",126
M0273,Australian Open,2022,Quarterfinal,Hard,John McEnroe,Boris Medvedev,39,40,John McEnroe,"7-5, 6-4, 6-4",134
M0274,Wimbledon,2000,Quarterfinal,Hard,Daniil McEnroe,Novak Sampras,3,53,Daniil McEnroe,"6-4, 6-0, 6-4, 6-1, 6-2",145
M0275,Australian Open,2022,Semifinal,Hard,Andy Sampras,John McEnroe,79,31,John McEnroe,"6-1, 6-0, 6-3, 6-2, 6-2",113
M0276,French Open,2005,First Round,Clay,Rafael Becker,Roger Becker,93,99,Rafael Becker,"7-6, 7-5, 6-0, 7-6",146
M0277,French Open,2022,Second Round,Grass,Pete Djokovic,Andy Tsitsipas,22,71,Pete Djokovic,"6-1, 6-1, 6-2",105
M0278,Wimbledon,2015,Final,Grass,Stefanos Tsitsipas,Carlos Djokovic,9,18,Stefanos Tsitsipas,"7-6, 7-6, 6-2, 7-6, 7-6",166
M0279,Wimbledon,2012,First Round,Grass,John Alcaraz,Stefanos Alcaraz,9,17,John Alcaraz,"7-6, 7-6, 6-4, 6-3, 6-0",132
M0280,French Open,2020,Quarterfinal,Grass,Boris Tsitsipas,Andy Djokovic,76,42,Andy Djokovic,"7-5, 7-6, 6-3, 6-3",141
M0281,Australian Open,2023,Third Round,Clay,Roger Djokovic,Roger Tsitsipas,65,34,Roger Tsitsipas,"6-2, 7-6, 6-1, 6-2, 6-2",151
M0282,US Open,2016,Semifinal,Clay,Daniil Becker,Carlos Nadal,19,37,Daniil Becker,"6-2, 6-0, 6-3",233
M0283,Australian Open,2002,Semifinal,Grass,Andy Tsitsipas,Carlos McEnroe,64,84,Andy Tsitsipas,"6-1, 7-5, 7-5, 6-0",122
M0284,French Open,2004,Second Round,Clay,Andy McEnroe,Carlos McEnroe,20,50,Andy McEnroe,"6-4, 7-5, 7-5",180
M0285,French Open,2018,First Round,Hard,Andy McEnroe,Roger Tsitsipas,6,57,Andy McEnroe,"6-0, 7-6, 6-4, 6-0",114
M0286,French Open,2002,Semifinal,Clay,Novak Medvedev,Rafael Sampras,58,54,Rafael Sampras,"7-5, 6-2, 7-5",143
M0287,Australian Open,2017,Final,Hard,Stefanos Becker,Novak McEnroe,56,71,Stefanos Becker,"6-4, 6-0, 6-0, 6-1",112
M0288,Australian Open,2019,Second Round,Grass,Carlos Nadal,Stefanos Sampras,17,92,Carlos Nadal,"6-3, 6-0, 6-4, 6-4",156
M0289,Wimbledon,2017,Second Round,Grass,Boris Medvedev,Novak McEnroe,78,59,Novak McEnroe,"7-5, 6-3, 6-0, 6-0",114
M0290,French Open,2000,Quarterfinal,Hard,Andy Nadal,Stefanos Tsitsipas,55,55,Stefanos Tsitsipas,"6-0, 6-0, 6-4, 7-6, 6-3",104
M0291,French Open,2005,Second Round,Grass,Carlos Djokovic,Stefanos Alcaraz,28,84,Carlos Djokovic,"7-6, 7-6, 7-6, 6-4",148
M0292,Australian Open,2010,Final,Hard,Andy Federer,Daniil Tsitsipas,55,33,Daniil Tsitsipas,"6-2, 6-1, 6-0, 6-1, 6-2",150
M0293,US Open,2007,Final,Hard,Pete Becker,John Alcaraz,2,24,Pete Becker,"6-0, 7-5, 7-5",142
M0294,Australian Open,2010,First Round,Clay,Daniil Tsitsipas,Roger Medvedev,34,5,Roger Medvedev,"6-3, 6-3, 6-4, 7-6",159
M0295,US Open,2015,Semifinal,Grass,John Nadal,Novak Alcaraz,56,85,John Nadal,"7-6, 6-4, 7-6, 7-6, 6-0",173
M0296,Australian Open,2017,First Round,Hard,Rafael Sampras,Daniil McEnroe,66,73,Rafael Sampras,"6-3, 6-4, 7-5, 7-5",110
M0297,US Open,2022,First Round,Hard,Daniil Federer,Roger Alcaraz,90,6,Roger Alcaraz,"6-0, 7-5, 6-3, 6-2",148
M0298,Wimbledon,2008,Semifinal,Grass,Novak Nadal,Stefanos Djokovic,62,64,Novak Nadal,"6-0, 6-1, 6-2, 6-2, 6-4",122
M0299,French Open,2018,Final,Hard,Carlos Djokovic,Stefanos Medvedev,88,6,Stefanos Medvedev,"7-5, 6-2, 6-4, 7-6, 6-0",119
M0300,Australian Open,2021,Quarterfinal,Clay,Roger Medvedev,Andy Alcaraz,50,50,Andy Alcaraz,"6-2, 6-2, 6-0, 6-4",162
M0301,French Open,2014,Semifinal,Hard,Stefanos Medvedev,Daniil Medvedev,72,68,Daniil Medvedev,"6-4, 6-3, 6-4, 7-6, 6-0",97
M0302,Australian Open,2018,Third Round,Grass,Andy Murray,Roger Murray,70,44,Roger Murray,"6-3, 6-0, 6-3",159
M0303,French Open,2016,Final,Clay,Carlos Becker,John Medvedev,81,76,John Medvedev,"6-1, 6-1, 6-2, 6-3",227
M0304,Australian Open,2014,Third Round,Hard,John Tsitsipas,Stefanos Murray,46,72,John Tsitsipas,"6-1, 6-3, 6-1, 6-2, 7-5",140
M0305,Wimbledon,2012,Semifinal,Grass,Roger Sampras,Carlos Murray,26,5,Carlos Murray,"7-5, 6-2, 7-6, 6-1, 6-4",108
M0306,Wimbledon,2019,Quarterfinal,Clay,Andy Nadal,Roger Murray,72,35,Roger Murray,"6-4, 6-0, 6-3, 6-1",232
M0307,Australian Open,2003,Semifinal,Clay,Carlos Murray,Roger Sampras,99,39,Roger Sampras,"6-1, 6-0, 7-6, 6-2, 6-0",208
M0308,Australian Open,2014,Quarterfinal,Grass,Stefanos Medvedev,Pete Becker,6,31,Stefanos Medvedev,"6-4, 6-4, 7-5",113
M0309,Australian Open,2012,Third Round,Hard,Roger Becker,Roger McEnroe,38,53,Roger Becker,"6-3, 6-2, 6-2, 6-1",104
M0310,Wimbledon,2009,Final,Grass,Carlos Medvedev,Roger Federer,38,87,Carlos Medvedev,"6-4, 6-1, 6-1, 7-5, 7-6",147
M0311,Australian Open,2005,Semifinal,Clay,Stefanos McEnroe,Boris Tsitsipas,91,11,Boris Tsitsipas,"6-4, 6-4, 7-6, 6-0",201
M0312,US Open,2015,Quarterfinal,Hard,Rafael Tsitsipas,Daniil Sampras,98,20,Daniil Sampras,"6-4, 6-1, 6-3, 6-1",135
M0313,Australian Open,2003,First Round,Clay,Daniil Murray,Daniil Federer,35,17,Daniil Federer,"6-1, 6-3, 6-2, 6-4, 7-6",182
M0314,Wimbledon,2021,Second Round,Grass,Daniil McEnroe,Daniil Federer,90,8,Daniil Federer,"6-1, 7-5, 6-0, 7-5",177
M0315,Australian Open,2017,Second Round,Hard,Rafael Tsitsipas,Daniil Murray,25,22,Daniil Murray,"6-0, 6-3, 6-1, 6-1, 6-0",132
M0316,Australian Open,2002,Second Round,Clay,Andy Tsitsipas,Daniil Medvedev,40,88,Andy Tsitsipas,"6-3, 7-5, 6-3, 6-0",228
M0317,US Open,2021,First Round,Clay,Boris Becker,Daniil Federer,45,57,Boris Becker,"6-1, 6-0, 6-2, 6-1, 7-6",188
M0318,French Open,2000,Semifinal,Clay,Daniil Alcaraz,John Nadal,66,18,John Nadal,"6-3, 6-1, 6-1, 6-1, 7-5",188
M0319,Australian Open,2013,Final,Hard,Stefanos Becker,Pete Alcaraz,15,52,Stefanos Becker,"7-6, 6-2, 7-5",139
M0320,Australian Open,2003,Final,Grass,Daniil Djokovic,Andy Sampras,2,76,Daniil Djokovic,"7-5, 6-2, 6-1, 6-3",155
M0321,Australian Open,2006,Quarterfinal,Grass,Boris McEnroe,Rafael Tsitsipas,73,21,Rafael Tsitsipas,"6-0, 7-5, 6-3",135
M0322,US Open,2009,Quarterfinal,Clay,Stefanos Becker,Daniil Sampras,8,51,Stefanos Becker,"6-3, 6-1, 6-1, 6-3",167
M0323,French Open,2014,Second Round,Grass,Andy Medvedev,Andy McEnroe,13,97,Andy Medvedev,"6-3, 7-6, 7-5",143
M0324,French Open,2018,Third Round,Clay,Novak Federer,Andy Alcaraz,93,87,Andy Alcaraz,"6-1, 6-4, 6-3",156
M0325,US Open,2001,Quarterfinal,Clay,Roger Alcaraz,Daniil Sampras,11,27,Roger Alcaraz,"6-4, 6-0, 6-0, 7-5, 6-2",157
M0326,French Open,2012,First Round,Grass,Stefanos Federer,John Becker,80,85,Stefanos Federer,"6-3, 6-4, 7-6",123
M0327,US Open,2001,Quarterfinal,Clay,Rafael Federer,Stefanos Becker,82,15,Stefanos Becker,"7-6, 6-0, 6-1, 6-0, 6-2",199
M0328,Australian Open,2016,Semifinal,Clay,Daniil Becker,Rafael Becker,100,44,Rafael Becker,"7-5, 7-6, 6-2, 6-1",215
M0329,US Open,2019,Third Round,Grass,Boris Nadal,Rafael Medvedev,66,49,Rafael Medvedev,"7-5, 6-3, 6-1, 6-1",104
M0330,US Open,2003,Final,Grass,Carlos Federer,Novak Nadal,30,13,Novak Nadal,"6-1, 6-1, 7-5",144
M0331,Wimbledon,2002,Second Round,Grass,Boris Tsitsipas,John Federer,18,72,Boris Tsitsipas,"6-2, 6-3, 6-4, 6-3",129
M0332,US Open,2021,Final,Clay,Novak Alcaraz,Pete McEnroe,34,97,Novak Alcaraz,"6-0, 6-0, 6-0",232
M0333,Australian Open,2012,Quarterfinal,Grass,Rafael Alcaraz,Carlos Medvedev,2,7,Rafael Alcaraz,"7-6, 7-6, 6-0",160
M0334,Wimbledon,2005,Second Round,Grass,Carlos Nadal,Stefanos Medvedev,23,38,Carlos Nadal,"6-1, 7-5, 6-0",154
M0335,Australian Open,2005,Final,Grass,Carlos McEnroe,Daniil Federer,76,42,Daniil Federer,"6-1, 6-4, 6-0, 7-5",147
M0336,US Open,2015,Semifinal,Clay,Rafael Murray,Andy McEnroe,79,82,Rafael Murray,"7-5, 7-6, 6-3, 6-0, 6-0",234
M0337,Wimbledon,2022,Second Round,Hard,Daniil Tsitsipas,Boris Tsitsipas,9,41,Daniil Tsitsipas,"6-3, 7-6, 7-6, 6-1, 7-6",111
M0338,Wimbledon,2015,Semifinal,Clay,Andy Tsitsipas,Carlos Nadal,72,15,Carlos Nadal,"6-3, 6-4, 7-5, 7-5",133
M0339,French Open,2004,Third Round,Clay,Carlos Alcaraz,Stefanos Sampras,81,6,Stefanos Sampras,"7-5, 6-1, 6-0",160
M0340,Australian Open,2012,Second Round,Grass,John Medvedev,John Medvedev,100,37,John Medvedev,"6-0, 6-4, 6-3",151
M0341,US Open,2007,First Round,Grass,Rafael Medvedev,Andy Becker,70,83,Rafael Medvedev,"6-0, 7-5, 6-4, 6-2",101
M0342,Wimbledon,2019,First Round,Hard,Boris Nadal,Carlos Alcaraz,71,91,Boris Nadal,"6-4, 6-4, 7-5, 7-5, 6-1",98
M0343,Wimbledon,2020,First Round,Hard,Daniil Nadal,Pete Djokovic,61,5,Pete Djokovic,"6-3, 7-5, 6-0, 6-2",149
M0344,French Open,2020,Quarterfinal,Clay,Daniil Becker,Roger Nadal,94,4,Roger Nadal,"6-2, 7-6, 6-0, 7-5, 6-0",124
M0345,Australian Open,2013,First Round,Clay,Stefanos Nadal,Rafael Murray,22,30,Stefanos Nadal,"6-0, 6-1, 6-0, 6-3, 7-6",193
M0346,US Open,2008,Semifinal,Hard,Roger Djokovic,Stefanos Nadal,37,78,Roger Djokovic,"7-6, 6-4, 6-3, 7-5",144
M0347,Australian Open,2022,First Round,Grass,Rafael Nadal,Pete Tsitsipas,2,88,Rafael Nadal,"6-1, 6-2, 6-0, 6-2, 7-5",166
M0348,Wimbledon,2018,Final,Grass,Carlos Nadal,Rafael Murray,15,83,Carlos Nadal,"6-1, 6-4, 6-0, 6-0, 6-4",141
M0349,French Open,2000,Semifinal,Grass,John Sampras,Daniil Sampras,46,71,John Sampras,"6-1, 6-3, 6-4, 6-1, 6-3",114
M0350,Wimbledon,2006,Third Round,Clay,Carlos Becker,Pete Murray,74,30,Pete Murray,"7-6, 6-1, 6-1",148
M0351,Australian Open,2006,Second Round,Grass,Andy Becker,Stefanos Federer,6,88,Andy Becker,"6-4, 7-6, 6-2, 7-5, 6-0",132
M0352,French Open,2017,First Round,Hard,Roger Alcaraz,Andy Federer,96,81,Andy Federer,"6-3, 6-3, 6-4, 6-1",100
M0353,French Open,2007,Final,Hard,Novak McEnroe,Boris Alcaraz,58,91,Novak McEnroe,"7-6, 7-5, 6-0, 6-4",147
M0354,French Open,2007,Semifinal,Clay,John Medvedev,Pete McEnroe,36,30,Pete McEnroe,"7-5, 6-2, 6-3",213
M0355,Australian Open,2008,Quarterfinal,Grass,Roger Federer,Rafael Federer,41,5,Rafael Federer,"7-6, 7-6, 6-2, 6-0, 6-2",164
M0356,Wimbledon,2005,Semifinal,Grass,Daniil Sampras,Novak Sampras,9,56,Daniil Sampras,"7-6, 6-2, 7-5, 7-5",110
M0357,French Open,2006,Third Round,Grass,John Alcaraz,Stefanos Djokovic,10,86,John Alcaraz,"6-3, 6-2, 6-3, 6-1, 6-4",173
M0358,US Open,2022,First Round,Clay,Roger Federer,Daniil Federer,92,54,Daniil Federer,"7-6, 6-0, 6-3",237
M0359,Wimbledon,2008,Second Round,Hard,John Federer,Novak Djokovic,22,79,John Federer,"6-3, 6-1, 6-3, 6-1",106
M0360,US Open,2005,Second Round,Clay,John Tsitsipas,Roger Tsitsipas,82,36,Roger Tsitsipas,"7-6, 7-5, 6-4",161
M0361,Wimbledon,2023,Third Round,Clay,Boris Nadal,Roger Medvedev,19,91,Boris Nadal,"7-5, 7-6, 6-2, 6-4",149
M0362,Australian Open,2016,First Round,Clay,Stefanos Federer,Boris Alcaraz,54,39,Boris Alcaraz,"6-3, 7-5, 7-5, 6-0, 7-6",187
M0363,US Open,2010,Second Round,Hard,Daniil Becker,Pete McEnroe,37,28,Pete McEnroe,"7-5, 6-4, 6-4, 6-0",143
M0364,Australian Open,2014,First Round,Clay,Rafael Alcaraz,Daniil Sampras,98,69,Daniil Sampras,"6-2, 6-1, 6-4",217
M0365,Wimbledon,2006,Third Round,Grass,Novak McEnroe,Stefanos Sampras,35,64,Novak McEnroe,"6-2, 6-0, 6-2, 6-4, 7-5",137
M0366,Wimbledon,2011,First Round,Hard,John Sampras,John Tsitsipas,96,26,John Tsitsipas,"7-5, 6-2, 7-5, 6-3, 7-5",100
M0367,US Open,2019,Final,Hard,Novak Sampras,Roger McEnroe,86,66,Roger McEnroe,"6-2, 6-3, 6-3, 6-2, 6-0",140
M0368,Wimbledon,2000,Third Round,Grass,Andy Medvedev,Roger McEnroe,65,71,Andy Medvedev,"6-4, 6-4, 7-6, 6-1",167
M0369,Australian Open,2016,Final,Hard,Daniil Tsitsipas,Rafael McEnroe,71,37,Rafael McEnroe,"7-6, 7-5, 6-1, 6-2",125
M0370,Wimbledon,2015,Third Round,Grass,Rafael Tsitsipas,John Djokovic,67,11,John Djokovic,"6-0, 6-3, 6-3, 7-5, 6-0",150
M0371,Australian Open,2014,Final,Clay,Carlos Alcaraz,Carlos Djokovic,12,59,Carlos Alcaraz,"6-3, 6-3, 6-2, 6-3",162
M0372,US Open,2013,Semifinal,Clay,Boris Federer,Roger Nadal,54,4,Roger Nadal,"6-0, 6-3, 6-1, 7-5",139
M0373,Australian Open,2020,Quarterfinal,Hard,John Tsitsipas,Roger Djokovic,9,19,John Tsitsipas,"6-4, 7-6, 6-1, 7-6",131
